"mRNA","Time","Gene","ABF1","ACE2","ADR1","ARG80","ARG81","ARO80","ASH1","BAS1","CAD1","CBF1","CIN5","CRZ1","CUP9","DAL81","DAL82","DIG1","DOT6","FHL1","FKH1","FKH2","FZF1","GAL4","GAT1","GAT3","GCN4","GCR1","GCR2","GLN3","GTS1","HAA1","HAL9","HAP2","HAP3","HAP4","HAP5","HIR1","HIR2","HMS1","HSF1","IME4","INO2","INO4","IXR1","LEU3","MAC1","MAL13","MAL33","MATa1","MCM1_YPD","MET31","MET4","MIG1","MOT3","MSN1","MSN2","MSN4","MSS11","NDD1","NRG1","PDR1","PHD1","PHO4","PUT3","RAP1","RCS1","REB1","RFX1","RGM1","RLM1","RME1","ROX1","RPH1","RTG1","RTG3","SFL1","SFP1","SIP4","SKN7","SKO1","SMP1","SOK2","STB1","STE12","STP1","STP2","SUM1","SWI4","SWI5","SWI6","YAP1","YAP5","YAP6","YFL044C","YJL206C","ZAP1","ZMS1"
0.08,84,9,0.119947611,0.103764702,0.114041932,-0.26443741,0.093387096,-0.258633823,0.361209361,0.092681852,-0.005899207,-0.052310745,0.003650302,0.696299151,-0.170612501,0.037510846,0.282761936,2.72795129,0.773638897,-0.257463113,1.151179772,0.445084127,-0.262286574,0.03476254,-0.196122913,-0.22900042,0.056378207,0.040123303,-0.025020519,-0.050053962,-0.155184037,-0.494771114,-0.272718053,-0.148965189,-0.036113354,-0.264693871,-0.26353195,-0.360303192,-0.271110937,-0.201943096,0.307760977,-0.152102194,-0.143164669,-0.067623073,-0.327869138,-0.215016779,0.090903416,0.308232829,-0.154186741,0.027319548,-0.152905509,-0.10745511,-0.038827871,-0.004678259,0.217611413,0.007394307,0.295989091,-0.059666008,0.24902051,-0.189519681,-0.638203101,-0.237991399,-0.021054657,0.287677012,0.260592864,-0.103951869,-0.465224898,-0.270947941,-0.110891145,-0.419760623,-0.23019257,-0.282910475,0.226534917,0.052394608,0.156071925,0.110088711,0.195883627,-0.528251161,0.428274377,-0.001580732,-0.008552842,0.209028449,0.690259117,-0.878656405,3.209726828,0.260001561,-0.028735015,0.300007367,-0.015218255,0.065561007,-0.636707994,0.099543791,-0.21715844,-0.057432483,0.000985745,0.270044235,-0.133972297,-0.448525976
-0.12,91,9,0.119947611,0.103764702,0.114041932,-0.26443741,0.093387096,-0.258633823,0.361209361,0.092681852,-0.005899207,-0.052310745,0.003650302,0.696299151,-0.170612501,0.037510846,0.282761936,2.72795129,0.773638897,-0.257463113,1.151179772,0.445084127,-0.262286574,0.03476254,-0.196122913,-0.22900042,0.056378207,0.040123303,-0.025020519,-0.050053962,-0.155184037,-0.494771114,-0.272718053,-0.148965189,-0.036113354,-0.264693871,-0.26353195,-0.360303192,-0.271110937,-0.201943096,0.307760977,-0.152102194,-0.143164669,-0.067623073,-0.327869138,-0.215016779,0.090903416,0.308232829,-0.154186741,0.027319548,-0.152905509,-0.10745511,-0.038827871,-0.004678259,0.217611413,0.007394307,0.295989091,-0.059666008,0.24902051,-0.189519681,-0.638203101,-0.237991399,-0.021054657,0.287677012,0.260592864,-0.103951869,-0.465224898,-0.270947941,-0.110891145,-0.419760623,-0.23019257,-0.282910475,0.226534917,0.052394608,0.156071925,0.110088711,0.195883627,-0.528251161,0.428274377,-0.001580732,-0.008552842,0.209028449,0.690259117,-0.878656405,3.209726828,0.260001561,-0.028735015,0.300007367,-0.015218255,0.065561007,-0.636707994,0.099543791,-0.21715844,-0.057432483,0.000985745,0.270044235,-0.133972297,-0.448525976
-0.59,98,9,0.119947611,0.103764702,0.114041932,-0.26443741,0.093387096,-0.258633823,0.361209361,0.092681852,-0.005899207,-0.052310745,0.003650302,0.696299151,-0.170612501,0.037510846,0.282761936,2.72795129,0.773638897,-0.257463113,1.151179772,0.445084127,-0.262286574,0.03476254,-0.196122913,-0.22900042,0.056378207,0.040123303,-0.025020519,-0.050053962,-0.155184037,-0.494771114,-0.272718053,-0.148965189,-0.036113354,-0.264693871,-0.26353195,-0.360303192,-0.271110937,-0.201943096,0.307760977,-0.152102194,-0.143164669,-0.067623073,-0.327869138,-0.215016779,0.090903416,0.308232829,-0.154186741,0.027319548,-0.152905509,-0.10745511,-0.038827871,-0.004678259,0.217611413,0.007394307,0.295989091,-0.059666008,0.24902051,-0.189519681,-0.638203101,-0.237991399,-0.021054657,0.287677012,0.260592864,-0.103951869,-0.465224898,-0.270947941,-0.110891145,-0.419760623,-0.23019257,-0.282910475,0.226534917,0.052394608,0.156071925,0.110088711,0.195883627,-0.528251161,0.428274377,-0.001580732,-0.008552842,0.209028449,0.690259117,-0.878656405,3.209726828,0.260001561,-0.028735015,0.300007367,-0.015218255,0.065561007,-0.636707994,0.099543791,-0.21715844,-0.057432483,0.000985745,0.270044235,-0.133972297,-0.448525976
0.54,105,9,0.119947611,0.103764702,0.114041932,-0.26443741,0.093387096,-0.258633823,0.361209361,0.092681852,-0.005899207,-0.052310745,0.003650302,0.696299151,-0.170612501,0.037510846,0.282761936,2.72795129,0.773638897,-0.257463113,1.151179772,0.445084127,-0.262286574,0.03476254,-0.196122913,-0.22900042,0.056378207,0.040123303,-0.025020519,-0.050053962,-0.155184037,-0.494771114,-0.272718053,-0.148965189,-0.036113354,-0.264693871,-0.26353195,-0.360303192,-0.271110937,-0.201943096,0.307760977,-0.152102194,-0.143164669,-0.067623073,-0.327869138,-0.215016779,0.090903416,0.308232829,-0.154186741,0.027319548,-0.152905509,-0.10745511,-0.038827871,-0.004678259,0.217611413,0.007394307,0.295989091,-0.059666008,0.24902051,-0.189519681,-0.638203101,-0.237991399,-0.021054657,0.287677012,0.260592864,-0.103951869,-0.465224898,-0.270947941,-0.110891145,-0.419760623,-0.23019257,-0.282910475,0.226534917,0.052394608,0.156071925,0.110088711,0.195883627,-0.528251161,0.428274377,-0.001580732,-0.008552842,0.209028449,0.690259117,-0.878656405,3.209726828,0.260001561,-0.028735015,0.300007367,-0.015218255,0.065561007,-0.636707994,0.099543791,-0.21715844,-0.057432483,0.000985745,0.270044235,-0.133972297,-0.448525976
-0.22,112,9,0.119947611,0.103764702,0.114041932,-0.26443741,0.093387096,-0.258633823,0.361209361,0.092681852,-0.005899207,-0.052310745,0.003650302,0.696299151,-0.170612501,0.037510846,0.282761936,2.72795129,0.773638897,-0.257463113,1.151179772,0.445084127,-0.262286574,0.03476254,-0.196122913,-0.22900042,0.056378207,0.040123303,-0.025020519,-0.050053962,-0.155184037,-0.494771114,-0.272718053,-0.148965189,-0.036113354,-0.264693871,-0.26353195,-0.360303192,-0.271110937,-0.201943096,0.307760977,-0.152102194,-0.143164669,-0.067623073,-0.327869138,-0.215016779,0.090903416,0.308232829,-0.154186741,0.027319548,-0.152905509,-0.10745511,-0.038827871,-0.004678259,0.217611413,0.007394307,0.295989091,-0.059666008,0.24902051,-0.189519681,-0.638203101,-0.237991399,-0.021054657,0.287677012,0.260592864,-0.103951869,-0.465224898,-0.270947941,-0.110891145,-0.419760623,-0.23019257,-0.282910475,0.226534917,0.052394608,0.156071925,0.110088711,0.195883627,-0.528251161,0.428274377,-0.001580732,-0.008552842,0.209028449,0.690259117,-0.878656405,3.209726828,0.260001561,-0.028735015,0.300007367,-0.015218255,0.065561007,-0.636707994,0.099543791,-0.21715844,-0.057432483,0.000985745,0.270044235,-0.133972297,-0.448525976
0.08,119,9,0.119947611,0.103764702,0.114041932,-0.26443741,0.093387096,-0.258633823,0.361209361,0.092681852,-0.005899207,-0.052310745,0.003650302,0.696299151,-0.170612501,0.037510846,0.282761936,2.72795129,0.773638897,-0.257463113,1.151179772,0.445084127,-0.262286574,0.03476254,-0.196122913,-0.22900042,0.056378207,0.040123303,-0.025020519,-0.050053962,-0.155184037,-0.494771114,-0.272718053,-0.148965189,-0.036113354,-0.264693871,-0.26353195,-0.360303192,-0.271110937,-0.201943096,0.307760977,-0.152102194,-0.143164669,-0.067623073,-0.327869138,-0.215016779,0.090903416,0.308232829,-0.154186741,0.027319548,-0.152905509,-0.10745511,-0.038827871,-0.004678259,0.217611413,0.007394307,0.295989091,-0.059666008,0.24902051,-0.189519681,-0.638203101,-0.237991399,-0.021054657,0.287677012,0.260592864,-0.103951869,-0.465224898,-0.270947941,-0.110891145,-0.419760623,-0.23019257,-0.282910475,0.226534917,0.052394608,0.156071925,0.110088711,0.195883627,-0.528251161,0.428274377,-0.001580732,-0.008552842,0.209028449,0.690259117,-0.878656405,3.209726828,0.260001561,-0.028735015,0.300007367,-0.015218255,0.065561007,-0.636707994,0.099543791,-0.21715844,-0.057432483,0.000985745,0.270044235,-0.133972297,-0.448525976
-1.22,0,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.74,7,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
1.34,14,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
1.5,21,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
0.63,28,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
0.29,35,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.55,42,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.65,49,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.76,56,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.88,63,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
0.69,70,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
1.25,77,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
0.62,84,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.01,91,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
-0.36,98,10,-0.420111695,-0.014862956,0.001866793,0.007621931,0.160908961,0.132713703,-0.260355686,0.160610195,0.113671432,-0.567568352,0.985710262,-0.420603618,-0.013402417,0.001665928,-0.185352326,-0.030050728,-0.026829134,0.148867352,0.653152218,0.850427562,0.288164221,0.048299947,-0.317897485,-0.28619187,0.068586757,0.361667087,-0.004910133,0.25191259,0.202813127,0.322241645,0.044356766,0.111100106,0.436057659,0.221166723,-0.071220758,0.129231178,0.414858269,0.106300475,-0.530070129,0.089691763,-0.293558565,0.489632331,0.183612786,0.062679336,0.01527718,-0.311062073,-0.366673477,0.268198297,0.394474301,0.114766126,0.292901282,0.090330037,0.112481694,-0.091612656,-0.081172368,0.029612183,-0.433717629,0.655203338,0.107759232,0.173263316,-0.143920763,-0.017462963,0.562080223,-0.131309727,0.404762224,0.219972395,-0.006421017,-0.78166162,0.48868477,0.282727307,0.434762611,0.206273001,0.468131697,0.30246985,0.262518069,0.140714404,-0.051447786,0.567297676,-0.741169499,-0.070126866,-0.112100379,0.491151609,0.066953412,-0.036192985,-0.043596741,0.400247503,0.952340798,-0.236999731,1.435572805,-0.20541021,0.073754025,0.325397929,0.240653575,-0.006554749,0.125047715,0.029115717
